# STATION: KMLB				
# STATION NAME: Melbourne International Airport				
# LATITUDE: 28.09973				
# LONGITUDE: -80.63560				
# ELEVATION [ft]: 20.0				
# STATE: FL				
Station_ID	Date_Time	air_temp_set_1	dew_point_temperature_set_1	dew_point_temperature_set_1d
KMLB	09/20/2024 08:35 UTC	75.2		73.4
KMLB	09/20/2024 08:40 UTC	75.2		73.4
KMLB	09/20/2024 08:45 UTC	75.2		73.4
KMLB	09/20/2024 08:50 UTC	75.2		73.4
KMLB	09/20/2024 08:53 UTC	75.02	73.94	73.94
KMLB	09/20/2024 08:55 UTC	75.2		73.4
KMLB	09/20/2024 09:00 UTC	75.2		73.4
KMLB	09/20/2024 09:05 UTC	75.2		73.4
KMLB	09/20/2024 09:10 UTC	75.2		73.4
KMLB	09/20/2024 09:15 UTC	75.2		73.4
KMLB	09/20/2024 09:20 UTC	75.2		73.4
KMLB	09/20/2024 09:25 UTC	75.2		73.4
KMLB	09/20/2024 09:30 UTC	75.2		73.4
KMLB	09/20/2024 09:35 UTC	73.4		73.4
KMLB	09/20/2024 09:40 UTC	73.4		73.4
KMLB	09/20/2024 09:45 UTC	73.4		73.4
KMLB	09/20/2024 09:50 UTC	73.4		73.4
KMLB	09/20/2024 09:53 UTC	73.94	73.04	73.04
KMLB	09/20/2024 09:55 UTC	73.4		73.4
KMLB	09/20/2024 10:00 UTC	75.2		73.4
KMLB	09/20/2024 10:05 UTC	75.2		73.4
KMLB	09/20/2024 10:10 UTC	75.2		73.4
KMLB	09/20/2024 10:15 UTC	75.2		73.4
KMLB	09/20/2024 10:20 UTC	75.2		71.6
KMLB	09/20/2024 10:25 UTC	75.2		73.4
KMLB	09/20/2024 10:30 UTC	75.2		73.4
KMLB	09/20/2024 10:35 UTC	75.2		73.4
KMLB	09/20/2024 10:40 UTC	75.2		73.4
KMLB	09/20/2024 10:45 UTC	75.2		71.6
KMLB	09/20/2024 10:50 UTC	73.4		71.6
KMLB	09/20/2024 10:53 UTC	73.94	71.96	71.96
KMLB	09/20/2024 10:55 UTC	75.2		71.6
KMLB	09/20/2024 11:00 UTC	73.4		73.4
KMLB	09/20/2024 11:05 UTC	73.4		73.4
KMLB	09/20/2024 11:10 UTC	73.4		73.4
KMLB	09/20/2024 11:15 UTC	73.4		73.4
KMLB	09/20/2024 11:20 UTC	73.4		73.4
KMLB	09/20/2024 11:25 UTC	73.4		73.4
KMLB	09/20/2024 11:30 UTC	75.2		73.4
KMLB	09/20/2024 11:35 UTC	75.2		73.4
KMLB	09/20/2024 11:40 UTC	75.2		73.4
KMLB	09/20/2024 11:45 UTC	75.2		73.4
KMLB	09/20/2024 11:50 UTC	75.2		73.4
KMLB	09/20/2024 11:53 UTC	77	73.94	73.94
KMLB	09/20/2024 11:55 UTC	77		75.2
KMLB	09/20/2024 12:00 UTC	77		75.2
KMLB	09/20/2024 12:05 UTC	78.8		75.2
KMLB	09/20/2024 12:10 UTC	78.8		75.2
KMLB	09/20/2024 12:15 UTC	78.8		75.2
KMLB	09/20/2024 12:20 UTC	78.8		75.2
KMLB	09/20/2024 12:25 UTC	78.8		75.2
KMLB	09/20/2024 12:30 UTC	78.8		75.2
KMLB	09/20/2024 12:35 UTC	80.6		75.21
KMLB	09/20/2024 12:40 UTC	80.6		75.21
KMLB	09/20/2024 12:45 UTC	80.6		75.21
KMLB	09/20/2024 12:50 UTC	80.6		77
KMLB	09/20/2024 12:53 UTC	80.96	77	77.01
KMLB	09/20/2024 12:55 UTC	80.6		75.21
KMLB	09/20/2024 13:00 UTC	80.6		75.21
KMLB	09/20/2024 13:05 UTC	80.6		75.21
KMLB	09/20/2024 13:10 UTC	82.4		75.22
KMLB	09/20/2024 13:15 UTC	82.4		75.22
KMLB	09/20/2024 13:20 UTC	82.4		75.22
KMLB	09/20/2024 13:25 UTC	82.4		77.01
KMLB	09/20/2024 13:30 UTC	82.4		75.22
KMLB	09/20/2024 13:35 UTC	82.4		75.22
KMLB	09/20/2024 13:40 UTC	82.4		75.22
KMLB	09/20/2024 13:45 UTC	82.4		75.22
KMLB	09/20/2024 13:50 UTC	82.4		75.22
KMLB	09/20/2024 13:53 UTC	82.94	75.92	75.94
KMLB	09/20/2024 13:55 UTC	82.4		75.22
KMLB	09/20/2024 14:00 UTC	82.4		75.22
KMLB	09/20/2024 14:05 UTC	82.4		75.22
KMLB	09/20/2024 14:10 UTC	84.2		75.23
KMLB	09/20/2024 14:15 UTC	84.2		75.23
KMLB	09/20/2024 14:20 UTC	84.2		75.23
KMLB	09/20/2024 14:25 UTC	84.2		75.23
KMLB	09/20/2024 14:30 UTC	84.2		73.43
KMLB	09/20/2024 14:35 UTC	84.2		73.43
KMLB	09/20/2024 14:40 UTC	84.2		73.43
KMLB	09/20/2024 14:45 UTC	84.2		73.43
KMLB	09/20/2024 14:50 UTC	84.2		73.43
KMLB	09/20/2024 14:53 UTC	84.92	73.04	73.08
KMLB	09/20/2024 14:55 UTC	84.2		73.43
KMLB	09/20/2024 15:00 UTC	86		73.45
KMLB	09/20/2024 15:05 UTC	86		71.65
KMLB	09/20/2024 15:10 UTC	84.2		71.64
KMLB	09/20/2024 15:15 UTC	86		71.65
KMLB	09/20/2024 15:20 UTC	86		73.45
KMLB	09/20/2024 15:25 UTC	86		71.65
KMLB	09/20/2024 15:30 UTC	87.8		71.67
KMLB	09/20/2024 15:35 UTC	86		71.65
KMLB	09/20/2024 15:40 UTC	87.8		73.47
KMLB	09/20/2024 15:45 UTC	87.8		73.47
KMLB	09/20/2024 15:50 UTC	87.8		73.47
KMLB	09/20/2024 15:53 UTC	87.08	73.04	73.1
KMLB	09/20/2024 15:55 UTC	87.8		73.47
KMLB	09/20/2024 16:00 UTC	87.8		73.47
KMLB	09/20/2024 16:05 UTC	87.8		71.67
KMLB	09/20/2024 16:10 UTC	87.8		73.47
KMLB	09/20/2024 16:15 UTC	87.8		73.47
KMLB	09/20/2024 16:20 UTC	87.8		73.47
KMLB	09/20/2024 16:25 UTC	87.8		73.47
KMLB	09/20/2024 16:30 UTC	87.8		73.47
KMLB	09/20/2024 16:35 UTC	87.8		73.47
KMLB	09/20/2024 16:40 UTC	87.8		73.47
KMLB	09/20/2024 16:45 UTC	87.8		73.47
KMLB	09/20/2024 16:50 UTC	87.8		73.47
KMLB	09/20/2024 16:53 UTC	87.08	73.04	73.1
KMLB	09/20/2024 16:55 UTC	87.8		73.47
KMLB	09/20/2024 17:00 UTC	87.8		73.47
KMLB	09/20/2024 17:05 UTC	87.8		73.47
KMLB	09/20/2024 17:10 UTC	87.8		73.47
KMLB	09/20/2024 17:15 UTC	87.8		73.47
KMLB	09/20/2024 17:20 UTC	87.8		71.67
KMLB	09/20/2024 17:25 UTC	87.8		71.67
KMLB	09/20/2024 17:30 UTC	87.8		71.67
KMLB	09/20/2024 17:35 UTC	87.8		71.67
KMLB	09/20/2024 17:40 UTC	87.8		71.67
KMLB	09/20/2024 17:45 UTC	87.8		71.67
KMLB	09/20/2024 17:50 UTC	87.8		71.67
KMLB	09/20/2024 17:53 UTC	87.98	71.96	72.04
KMLB	09/20/2024 17:55 UTC	87.8		71.67
KMLB	09/20/2024 18:00 UTC	87.8		71.67
KMLB	09/20/2024 18:05 UTC	87.8		71.67
KMLB	09/20/2024 18:10 UTC	89.6		71.7
KMLB	09/20/2024 18:15 UTC	87.8		71.67
KMLB	09/20/2024 18:20 UTC	87.8		71.67
KMLB	09/20/2024 18:25 UTC	87.8		71.67
KMLB	09/20/2024 18:30 UTC	87.8		71.67
KMLB	09/20/2024 18:35 UTC	87.8		71.67
KMLB	09/20/2024 18:40 UTC	87.8		71.67
KMLB	09/20/2024 18:45 UTC	87.8		71.67
KMLB	09/20/2024 18:50 UTC	87.8		69.88
KMLB	09/20/2024 18:53 UTC	87.08	71.06	71.13
KMLB	09/20/2024 18:55 UTC	87.8		71.67
KMLB	09/20/2024 19:00 UTC	87.8		69.88
KMLB	09/20/2024 19:05 UTC	87.8		71.67
KMLB	09/20/2024 19:10 UTC	87.8		71.67
KMLB	09/20/2024 19:15 UTC	87.8		69.88
KMLB	09/20/2024 19:20 UTC	87.8		69.88
KMLB	09/20/2024 19:25 UTC	87.8		69.88
KMLB	09/20/2024 19:30 UTC	87.8		69.88
KMLB	09/20/2024 19:35 UTC	87.8		71.67
KMLB	09/20/2024 19:40 UTC	87.8		69.88
KMLB	09/20/2024 19:45 UTC	87.8		71.67
KMLB	09/20/2024 19:50 UTC	87.8		71.67
KMLB	09/20/2024 19:53 UTC	87.98	71.96	72.04
KMLB	09/20/2024 19:55 UTC	87.8		71.67
KMLB	09/20/2024 20:00 UTC	87.8		71.67
KMLB	09/20/2024 20:05 UTC	87.8		71.67
KMLB	09/20/2024 20:10 UTC	87.8		71.67
KMLB	09/20/2024 20:15 UTC	87.8		71.67
KMLB	09/20/2024 20:20 UTC	87.8		71.67
KMLB	09/20/2024 20:25 UTC	87.8		71.67
KMLB	09/20/2024 20:30 UTC	87.8		71.67
KMLB	09/20/2024 20:35 UTC	87.8		71.67
KMLB	09/20/2024 20:40 UTC	87.8		71.67
KMLB	09/20/2024 20:45 UTC	87.8		71.67
KMLB	09/20/2024 20:50 UTC	87.8		71.67
KMLB	09/20/2024 20:53 UTC	87.08	71.96	72.03
KMLB	09/20/2024 20:55 UTC	87.8		71.67
KMLB	09/20/2024 21:00 UTC	87.8		71.67
KMLB	09/20/2024 21:05 UTC	86		71.65
KMLB	09/20/2024 21:10 UTC	86		71.65
KMLB	09/20/2024 21:15 UTC	86		71.65
KMLB	09/20/2024 21:20 UTC	86		71.65
KMLB	09/20/2024 21:25 UTC	86		71.65
KMLB	09/20/2024 21:30 UTC	86		71.65
KMLB	09/20/2024 21:35 UTC	86		71.65
KMLB	09/20/2024 21:40 UTC	86		71.65
KMLB	09/20/2024 21:45 UTC	84.2		71.64
KMLB	09/20/2024 21:50 UTC	86		71.65
KMLB	09/20/2024 21:53 UTC	84.92	71.96	72
KMLB	09/20/2024 21:55 UTC	84.2		71.64
KMLB	09/20/2024 22:00 UTC	84.2		71.64
KMLB	09/20/2024 22:05 UTC	84.2		71.64
KMLB	09/20/2024 22:10 UTC	84.2		71.64
KMLB	09/20/2024 22:15 UTC	84.2		71.64
KMLB	09/20/2024 22:20 UTC	84.2		71.64
KMLB	09/20/2024 22:25 UTC	84.2		71.64
KMLB	09/20/2024 22:30 UTC	84.2		71.64
KMLB	09/20/2024 22:35 UTC	84.2		73.43
KMLB	09/20/2024 22:40 UTC	84.2		73.43
KMLB	09/20/2024 22:45 UTC	82.4		73.42
KMLB	09/20/2024 22:50 UTC	82.4		73.42
KMLB	09/20/2024 22:53 UTC	82.94	73.04	73.06
KMLB	09/20/2024 22:55 UTC	82.4		73.42
KMLB	09/20/2024 23:00 UTC	82.4		73.42
KMLB	09/20/2024 23:05 UTC	82.4		73.42
KMLB	09/20/2024 23:10 UTC	82.4		73.42
KMLB	09/20/2024 23:15 UTC	82.4		73.42
KMLB	09/20/2024 23:20 UTC	82.4		73.42
KMLB	09/20/2024 23:25 UTC	82.4		73.42
KMLB	09/20/2024 23:30 UTC	82.4		73.42
KMLB	09/20/2024 23:35 UTC	82.4		73.42
KMLB	09/20/2024 23:40 UTC	82.4		73.42
KMLB	09/20/2024 23:43 UTC	82.04	73.04	73.06
KMLB	09/20/2024 23:45 UTC	82.4		73.42
KMLB	09/20/2024 23:50 UTC	82.4		73.42
KMLB	09/20/2024 23:53 UTC	82.04	73.04	73.06
KMLB	09/20/2024 23:55 UTC	82.4		73.42
KMLB	09/21/2024 00:00 UTC	82.4		73.42
